sessions_id,user_id,transactions_id,payment_method_id,total_amount,transactions_timestamps,status
204350,5643,36676,3,101000,2022-11-27 19:19:09.000000 UTC,completed
204657,10737,36716,3,101000,2022-11-28 21:13:34.000000 UTC,completed
208209,10417,37098,3,101000,2022-12-11 12:07:19.000000 UTC,canceled
212266,4827,37528,3,101000,2022-12-25 09:13:48.000000 UTC,completed
212785,79,37596,3,101000,2022-12-26 06:55:12.000000 UTC,completed
213811,2381,37710,3,101000,2022-12-31 00:54:46.000000 UTC,canceled
22612,1537,4583,3,37000,2020-10-07 20:45:17.000000 UTC,completed
107730,8356,20444,3,37000,2022-01-05 19:37:28.000000 UTC,completed
128489,8257,25201,3,37000,2022-02-21 06:13:00.000000 UTC,completed
143722,6157,28614,3,37000,2022-03-26 22:31:41.000000 UTC,completed
159539,2295,31698,3,37000,2022-07-02 12:35:40.000000 UTC,canceled
192329,4681,35420,3,325000,2022-10-18 14:19:46.000000 UTC,completed
33607,3990,6655,3,261000,2020-12-28 21:20:15.000000 UTC,completed
37356,637,7603,3,261000,2021-01-17 13:04:24.000000 UTC,completed
40824,4544,8526,3,261000,2021-02-03 20:12:29.000000 UTC,canceled
41370,777,8679,3,261000,2021-02-06 10:42:56.000000 UTC,completed
49003,3257,10670,3,261000,2021-03-08 15:44:26.000000 UTC,completed
63553,1766,14229,3,261000,2021-06-28 01:50:53.000000 UTC,completed
91655,4319,18201,3,261000,2021-11-06 11:29:05.000000 UTC,canceled
93643,7742,18484,3,261000,2021-11-14 00:25:55.000000 UTC,canceled
95302,6636,18714,3,261000,2021-11-20 18:54:03.000000 UTC,canceled
124886,2794,24404,3,261000,2022-02-13 19:08:07.000000 UTC,canceled
172701,7628,33202,3,261000,2022-08-14 17:52:28.000000 UTC,completed
175171,694,33483,3,261000,2022-08-22 18:10:07.000000 UTC,completed
53103,2074,11731,3,143500,2021-03-26 01:50:17.000000 UTC,canceled
110807,2862,21122,3,143500,2022-01-13 11:59:15.000000 UTC,canceled
13052,2065,2814,3,79500,2020-07-05 16:59:03.000000 UTC,completed
125518,4263,24556,3,79500,2022-02-15 06:52:04.000000 UTC,canceled
135248,6026,26745,3,79500,2022-03-07 22:01:37.000000 UTC,completed
189819,6813,35118,3,79500,2022-10-09 15:12:48.000000 UTC,completed
28715,2929,5753,3,175500,2020-11-24 06:05:34.000000 UTC,completed
45870,3102,9835,3,175500,2021-02-24 06:33:14.000000 UTC,completed
68103,4518,14875,3,175500,2021-07-21 09:35:45.000000 UTC,completed
135959,8893,26887,3,175500,2022-03-10 03:16:17.000000 UTC,canceled
19838,1016,4074,3,111500,2020-09-13 13:28:16.000000 UTC,canceled
126588,3805,24779,3,111500,2022-02-17 20:41:06.000000 UTC,canceled
128834,2284,25282,3,111500,2022-02-22 00:26:09.000000 UTC,completed
133408,8779,26319,3,111500,2022-03-04 19:42:34.000000 UTC,completed
151488,8489,30207,3,111500,2022-05-08 13:36:01.000000 UTC,completed
125452,4716,24538,3,47500,2022-02-15 04:20:39.000000 UTC,completed
70081,4311,15175,3,346000,2021-07-31 14:59:17.000000 UTC,completed
161105,7156,31875,3,346000,2022-07-07 20:10:37.000000 UTC,completed
11714,1346,2542,3,282000,2020-06-23 14:50:46.000000 UTC,completed
13625,943,2903,3,282000,2020-07-12 12:46:02.000000 UTC,canceled
54200,3378,12020,3,282000,2021-03-30 06:13:56.000000 UTC,completed
56421,3253,12544,3,282000,2021-04-19 21:33:32.000000 UTC,completed
58706,5863,13093,3,282000,2021-05-13 02:58:13.000000 UTC,completed
81656,1829,16802,3,282000,2021-09-21 19:31:09.000000 UTC,completed
99659,2936,19266,3,282000,2021-12-07 06:46:00.000000 UTC,canceled
799,161,147,3,218000,2020-02-01 19:59:02.000000 UTC,completed
18651,2698,3828,3,218000,2020-09-03 19:42:38.000000 UTC,canceled
28608,1788,5738,3,218000,2020-11-23 04:02:18.000000 UTC,completed
40064,4212,8310,3,218000,2021-01-31 09:57:51.000000 UTC,completed
40367,4373,8402,3,218000,2021-02-01 12:15:12.000000 UTC,completed
41328,1901,8664,3,218000,2021-02-06 07:46:06.000000 UTC,completed
46234,4338,9928,3,218000,2021-02-26 04:24:50.000000 UTC,completed
52537,2128,11593,3,218000,2021-03-23 00:02:48.000000 UTC,completed
57087,3855,12709,3,218000,2021-04-26 04:56:49.000000 UTC,completed
64774,1671,14412,3,218000,2021-07-05 07:12:28.000000 UTC,completed
66468,4588,14645,3,218000,2021-07-13 14:12:31.000000 UTC,completed
90669,3772,18068,3,218000,2021-10-31 21:19:54.000000 UTC,completed
119452,5172,23185,3,218000,2022-02-02 23:42:28.000000 UTC,completed
122651,4475,23902,3,218000,2022-02-09 17:21:34.000000 UTC,completed
126647,2846,24791,3,218000,2022-02-18 00:34:30.000000 UTC,completed
134585,4962,26593,3,218000,2022-03-06 15:25:41.000000 UTC,completed
155000,6296,30880,3,218000,2022-06-03 16:59:27.000000 UTC,completed
206634,9991,36930,3,218000,2022-12-05 19:06:41.000000 UTC,canceled
4297,426,773,3,154000,2020-04-05 18:14:28.000000 UTC,completed
11906,1041,2578,3,154000,2020-06-25 12:37:58.000000 UTC,completed
18049,2341,3715,3,154000,2020-08-28 07:10:05.000000 UTC,completed
18551,2226,3810,3,154000,2020-09-02 08:24:36.000000 UTC,completed
22717,3111,4608,3,154000,2020-10-09 04:36:22.000000 UTC,completed
25138,2355,5079,3,154000,2020-10-27 18:58:48.000000 UTC,completed
28247,3413,5673,3,154000,2020-11-21 08:48:48.000000 UTC,completed
28648,13,5745,3,154000,2020-11-23 16:30:50.000000 UTC,canceled
35578,3890,7146,3,154000,2021-01-09 02:15:25.000000 UTC,completed
37695,4405,7687,3,154000,2021-01-19 05:20:33.000000 UTC,completed
38070,3735,7793,3,154000,2021-01-21 06:35:03.000000 UTC,completed
39977,4130,8288,3,154000,2021-01-31 01:00:21.000000 UTC,completed
42870,3926,9075,3,154000,2021-02-12 08:28:37.000000 UTC,completed
43897,3511,9340,3,154000,2021-02-15 21:48:49.000000 UTC,completed
45976,3955,9859,3,154000,2021-02-24 20:18:07.000000 UTC,completed
49541,1165,10815,3,154000,2021-03-11 18:03:05.000000 UTC,canceled
51887,2059,11409,3,154000,2021-03-21 02:57:57.000000 UTC,canceled
52215,5031,11513,3,154000,2021-03-21 17:10:05.000000 UTC,completed
52884,2918,11676,3,154000,2021-03-24 21:45:48.000000 UTC,completed
58973,3997,13162,3,154000,2021-05-15 20:02:13.000000 UTC,completed
60962,5840,13609,3,154000,2021-06-05 11:59:00.000000 UTC,completed
65516,5681,14531,3,154000,2021-07-10 02:56:58.000000 UTC,completed
89813,3882,17948,3,154000,2021-10-28 21:17:54.000000 UTC,completed
93775,4253,18496,3,154000,2021-11-14 08:22:18.000000 UTC,canceled
95249,1372,18705,3,154000,2021-11-20 16:18:57.000000 UTC,completed
96249,7658,18846,3,154000,2021-11-24 01:46:56.000000 UTC,completed
100336,204,19342,3,154000,2021-12-11 04:40:31.000000 UTC,completed
113426,5658,21734,3,154000,2022-01-19 17:47:40.000000 UTC,completed
118528,441,22961,3,154000,2022-01-31 15:05:38.000000 UTC,canceled
122309,2611,23818,3,154000,2022-02-08 19:46:55.000000 UTC,canceled
125409,8587,24529,3,154000,2022-02-15 00:14:48.000000 UTC,canceled
134034,5654,26460,3,154000,2022-03-06 00:19:53.000000 UTC,canceled
139144,2437,27614,3,154000,2022-03-16 20:28:26.000000 UTC,canceled
472,83,95,3,90000,2020-01-15 06:45:24.000000 UTC,canceled
735,12,142,3,90000,2020-01-29 02:10:08.000000 UTC,completed
5360,1016,1022,3,90000,2020-04-19 13:36:59.000000 UTC,completed
8986,558,1882,3,90000,2020-05-31 04:35:17.000000 UTC,completed
9041,1456,1894,3,90000,2020-05-31 11:58:28.000000 UTC,completed
12565,1278,2714,3,90000,2020-06-30 11:17:09.000000 UTC,completed
14418,1533,3038,3,90000,2020-07-20 05:50:45.000000 UTC,completed
17041,2306,3514,3,90000,2020-08-17 16:36:09.000000 UTC,completed
19498,2785,4003,3,90000,2020-09-11 05:02:13.000000 UTC,completed
23492,1047,4752,3,90000,2020-10-14 21:11:19.000000 UTC,completed
24540,3208,4957,3,90000,2020-10-23 08:53:54.000000 UTC,completed
33378,3967,6610,3,90000,2020-12-27 13:36:36.000000 UTC,canceled
33383,1964,6612,3,90000,2020-12-27 13:56:17.000000 UTC,canceled
34274,1637,6817,3,90000,2021-01-03 00:17:09.000000 UTC,completed
36402,3718,7358,3,90000,2021-01-12 19:30:06.000000 UTC,completed
41992,4567,8849,3,90000,2021-02-07 22:40:33.000000 UTC,completed
42812,1819,9058,3,90000,2021-02-12 02:41:18.000000 UTC,completed
47589,2579,10284,3,90000,2021-03-03 12:13:26.000000 UTC,completed
47725,676,10325,3,90000,2021-03-04 05:36:20.000000 UTC,canceled
51026,4428,11177,3,90000,2021-03-17 08:04:37.000000 UTC,completed
51516,2732,11295,3,90000,2021-03-19 19:06:04.000000 UTC,completed
54267,3717,12033,3,90000,2021-03-30 16:44:13.000000 UTC,completed
55104,2864,12242,3,90000,2021-04-06 21:09:28.000000 UTC,canceled
55290,5436,12281,3,90000,2021-04-09 07:29:08.000000 UTC,completed
57528,5612,12803,3,90000,2021-05-01 10:38:14.000000 UTC,completed
61852,6126,13836,3,90000,2021-06-13 07:12:27.000000 UTC,completed
65758,5430,14565,3,90000,2021-07-10 22:50:41.000000 UTC,completed
67124,3013,14726,3,90000,2021-07-17 12:58:16.000000 UTC,completed
67278,1267,14741,3,90000,2021-07-18 00:38:40.000000 UTC,canceled
67316,6211,14745,3,90000,2021-07-18 04:51:19.000000 UTC,completed
67533,3355,14779,3,90000,2021-07-18 13:57:43.000000 UTC,completed
72122,6385,15462,3,90000,2021-08-09 20:51:41.000000 UTC,completed
73987,3933,15720,3,90000,2021-08-19 16:59:04.000000 UTC,canceled
76333,4395,16049,3,90000,2021-08-29 14:46:31.000000 UTC,completed
76557,6784,16085,3,90000,2021-08-30 13:39:53.000000 UTC,completed
77217,6543,16181,3,90000,2021-09-03 18:44:49.000000 UTC,completed
78717,1595,16398,3,90000,2021-09-10 04:29:33.000000 UTC,completed
80659,1218,16673,3,90000,2021-09-18 12:48:11.000000 UTC,completed
88537,1153,17751,3,90000,2021-10-23 10:56:13.000000 UTC,completed
89563,5770,17903,3,90000,2021-10-27 15:16:56.000000 UTC,completed
94311,6529,18576,3,90000,2021-11-16 02:42:54.000000 UTC,completed
95201,2429,18692,3,90000,2021-11-20 14:22:24.000000 UTC,completed
96368,7972,18861,3,90000,2021-11-24 16:43:02.000000 UTC,completed
96618,6544,18897,3,90000,2021-11-26 03:01:29.000000 UTC,completed
104683,6807,19857,3,90000,2021-12-26 18:05:33.000000 UTC,canceled
108198,3025,20550,3,90000,2022-01-07 00:19:52.000000 UTC,completed
110799,8353,21120,3,90000,2022-01-13 11:26:00.000000 UTC,completed
118155,1654,22856,3,90000,2022-01-30 15:18:54.000000 UTC,completed
118481,8495,22946,3,90000,2022-01-31 10:37:25.000000 UTC,completed
118523,6280,22957,3,90000,2022-01-31 14:22:01.000000 UTC,completed
122342,6472,23827,3,90000,2022-02-08 20:41:16.000000 UTC,completed
130233,6464,25592,3,90000,2022-02-25 14:02:51.000000 UTC,completed
137253,3494,27174,3,90000,2022-03-12 18:41:14.000000 UTC,canceled
137469,110,27229,3,90000,2022-03-13 06:44:57.000000 UTC,completed
138823,8009,27551,3,90000,2022-03-15 19:54:54.000000 UTC,canceled
144227,6783,28730,3,90000,2022-03-27 13:40:59.000000 UTC,completed
145313,635,28972,3,90000,2022-03-29 19:57:14.000000 UTC,completed
145471,5156,29006,3,90000,2022-03-30 07:12:47.000000 UTC,canceled
145945,6023,29100,3,90000,2022-03-31 19:13:14.000000 UTC,completed
148544,9424,29625,3,90000,2022-04-17 22:49:04.000000 UTC,completed
148764,236,29678,3,90000,2022-04-19 22:16:28.000000 UTC,canceled
153116,994,30528,3,90000,2022-05-20 17:33:53.000000 UTC,canceled
155219,9873,30921,3,90000,2022-06-04 20:19:53.000000 UTC,completed
159379,9709,31675,3,90000,2022-07-02 04:01:02.000000 UTC,completed
160479,10146,31802,3,90000,2022-07-05 02:12:49.000000 UTC,canceled
160900,7780,31857,3,90000,2022-07-06 20:10:27.000000 UTC,completed
166371,4725,32477,3,90000,2022-07-24 19:44:19.000000 UTC,completed
166650,7143,32507,3,90000,2022-07-25 21:55:22.000000 UTC,completed
168113,7984,32703,3,90000,2022-07-31 10:10:29.000000 UTC,completed
168652,893,32767,3,90000,2022-08-02 00:01:30.000000 UTC,canceled
168786,8062,32776,3,90000,2022-08-02 18:25:55.000000 UTC,completed
170661,10461,32979,3,90000,2022-08-08 05:49:28.000000 UTC,completed
172463,9128,33180,3,90000,2022-08-14 11:51:12.000000 UTC,completed
178593,248,33864,3,90000,2022-09-03 20:59:53.000000 UTC,canceled
179347,9173,33929,3,90000,2022-09-05 02:08:48.000000 UTC,completed
185277,931,34620,3,90000,2022-09-24 18:28:29.000000 UTC,canceled
187880,10730,34903,3,90000,2022-10-02 12:58:05.000000 UTC,completed
189916,6376,35132,3,90000,2022-10-09 19:25:06.000000 UTC,completed
191131,817,35276,3,90000,2022-10-15 00:04:46.000000 UTC,completed
191506,7899,35318,3,90000,2022-10-16 02:47:31.000000 UTC,canceled
191892,10671,35362,3,90000,2022-10-16 17:30:49.000000 UTC,completed
193132,6940,35500,3,90000,2022-10-21 21:09:24.000000 UTC,completed
194949,10373,35690,3,90000,2022-10-28 10:58:09.000000 UTC,completed
196119,6844,35814,3,90000,2022-11-01 05:49:44.000000 UTC,completed
199463,7422,36173,3,90000,2022-11-12 16:54:22.000000 UTC,completed
200911,7054,36326,3,90000,2022-11-17 19:57:37.000000 UTC,completed
204669,7286,36718,3,90000,2022-11-28 22:14:52.000000 UTC,completed
206472,10778,36910,3,90000,2022-12-05 04:21:37.000000 UTC,completed
206927,8765,36965,3,90000,2022-12-06 21:54:19.000000 UTC,completed
208374,11067,37113,3,90000,2022-12-11 16:33:17.000000 UTC,canceled
208894,11070,37162,3,90000,2022-12-13 13:16:56.000000 UTC,completed
210037,8194,37286,3,90000,2022-12-18 04:22:09.000000 UTC,completed
211957,10539,37500,3,90000,2022-12-24 15:18:28.000000 UTC,completed
170,25,31,3,26000,2019-12-25 17:41:34.000000 UTC,completed
2490,511,455,3,26000,2020-03-09 10:00:25.000000 UTC,canceled
9359,88,1967,3,26000,2020-06-03 11:39:07.000000 UTC,completed
9454,751,1990,3,26000,2020-06-04 13:49:00.000000 UTC,completed
10174,1748,2171,3,26000,2020-06-10 17:47:16.000000 UTC,completed
15104,2232,3168,3,26000,2020-07-27 08:22:35.000000 UTC,completed
22187,2391,4516,3,26000,2020-10-04 13:02:26.000000 UTC,completed
22247,704,4527,3,26000,2020-10-04 17:03:36.000000 UTC,completed
22850,3084,4634,3,26000,2020-10-10 10:54:15.000000 UTC,completed
28902,2381,5783,3,26000,2020-11-25 18:45:24.000000 UTC,completed
30633,1684,6115,3,26000,2020-12-07 22:20:54.000000 UTC,canceled
31992,3368,6371,3,26000,2020-12-18 06:27:55.000000 UTC,completed
35178,3483,7046,3,26000,2021-01-07 02:20:23.000000 UTC,completed
51212,4897,11229,3,26000,2021-03-18 10:57:40.000000 UTC,completed
52962,4114,11700,3,26000,2021-03-25 10:01:03.000000 UTC,completed
55618,5337,12364,3,26000,2021-04-11 19:53:45.000000 UTC,completed
55624,452,12366,3,26000,2021-04-11 20:39:11.000000 UTC,canceled
57746,2743,12851,3,26000,2021-05-02 20:42:09.000000 UTC,completed
60838,2124,13587,3,26000,2021-06-04 13:26:37.000000 UTC,canceled
62368,6025,13949,3,26000,2021-06-18 06:45:15.000000 UTC,completed
62477,1181,13971,3,26000,2021-06-19 09:03:22.000000 UTC,canceled
66487,4027,14649,3,26000,2021-07-13 17:31:41.000000 UTC,completed
67424,6055,14758,3,26000,2021-07-18 09:59:08.000000 UTC,completed
70056,3341,15170,3,26000,2021-07-31 13:33:46.000000 UTC,completed
71575,496,15385,3,26000,2021-08-07 21:14:47.000000 UTC,completed
71705,1631,15404,3,26000,2021-08-08 08:54:37.000000 UTC,canceled
76805,734,16127,3,26000,2021-09-01 05:39:44.000000 UTC,completed
77715,1048,16236,3,26000,2021-09-05 10:15:48.000000 UTC,completed
81209,6974,16746,3,26000,2021-09-19 17:05:38.000000 UTC,completed
82146,6776,16879,3,26000,2021-09-25 00:02:48.000000 UTC,canceled
86570,6272,17470,3,26000,2021-10-13 23:21:08.000000 UTC,completed
87231,3739,17559,3,26000,2021-10-17 02:56:03.000000 UTC,canceled
88226,7585,17717,3,26000,2021-10-21 16:41:57.000000 UTC,canceled
89166,7620,17846,3,26000,2021-10-25 07:00:06.000000 UTC,completed
100097,454,19315,3,26000,2021-12-09 18:39:10.000000 UTC,completed
102198,1464,19570,3,26000,2021-12-18 11:39:38.000000 UTC,completed
103359,8269,19700,3,26000,2021-12-22 00:24:45.000000 UTC,completed
103530,813,19719,3,26000,2021-12-23 03:35:45.000000 UTC,completed
104180,7348,19793,3,26000,2021-12-25 17:50:02.000000 UTC,completed
104375,1692,19821,3,26000,2021-12-26 08:12:37.000000 UTC,completed
104767,1203,19863,3,26000,2021-12-26 22:38:34.000000 UTC,canceled
106574,5769,20188,3,26000,2022-01-02 19:20:44.000000 UTC,completed
110599,7667,21084,3,26000,2022-01-12 20:34:48.000000 UTC,completed
116976,2500,22562,3,26000,2022-01-28 07:31:50.000000 UTC,completed
120629,8724,23441,3,26000,2022-02-05 15:29:16.000000 UTC,completed
121192,8668,23575,3,26000,2022-02-06 12:36:58.000000 UTC,completed
123187,3889,24014,3,26000,2022-02-11 00:12:26.000000 UTC,completed
138184,9160,27397,3,26000,2022-03-14 00:17:23.000000 UTC,canceled
147396,364,29391,3,26000,2022-04-10 11:21:34.000000 UTC,completed
149824,9438,29883,3,26000,2022-04-27 05:54:32.000000 UTC,completed
151616,9575,30232,3,26000,2022-05-09 06:44:39.000000 UTC,completed
151730,9688,30255,3,26000,2022-05-10 10:58:23.000000 UTC,completed
152627,9738,30430,3,26000,2022-05-16 15:53:27.000000 UTC,completed
153365,9728,30569,3,26000,2022-05-22 06:23:09.000000 UTC,completed
155072,6890,30898,3,26000,2022-06-04 06:27:16.000000 UTC,completed
155959,3132,31062,3,26000,2022-06-09 20:24:50.000000 UTC,completed
157790,2145,31399,3,26000,2022-06-21 02:28:08.000000 UTC,canceled
161681,7818,31925,3,26000,2022-07-09 21:59:28.000000 UTC,canceled
161806,1771,31936,3,26000,2022-07-10 07:43:50.000000 UTC,canceled
163576,2100,32148,3,26000,2022-07-16 10:24:20.000000 UTC,completed
164860,8946,32284,3,26000,2022-07-19 22:18:17.000000 UTC,completed
166683,9227,32514,3,26000,2022-07-26 02:38:46.000000 UTC,completed
168450,9511,32740,3,26000,2022-07-31 22:37:44.000000 UTC,completed
170664,7874,32981,3,26000,2022-08-08 06:27:57.000000 UTC,completed
170863,6513,33001,3,26000,2022-08-09 06:04:19.000000 UTC,completed
171317,9808,33048,3,26000,2022-08-11 09:49:27.000000 UTC,completed
172133,7196,33145,3,26000,2022-08-13 22:20:28.000000 UTC,completed
172764,6368,33214,3,26000,2022-08-14 20:22:46.000000 UTC,completed
172891,1496,33227,3,26000,2022-08-15 07:11:02.000000 UTC,completed
175022,2269,33461,3,26000,2022-08-21 23:52:55.000000 UTC,completed
177669,9271,33761,3,26000,2022-08-31 06:09:32.000000 UTC,canceled
177682,780,33763,3,26000,2022-08-31 06:37:57.000000 UTC,canceled
179252,7798,33917,3,26000,2022-09-04 19:55:40.000000 UTC,completed
182030,6538,34239,3,26000,2022-09-13 20:02:30.000000 UTC,completed
184240,9182,34490,3,26000,2022-09-21 03:00:17.000000 UTC,completed
185359,7597,34625,3,26000,2022-09-25 00:59:58.000000 UTC,completed
187321,9719,34844,3,26000,2022-10-01 06:19:45.000000 UTC,completed
189043,1868,35033,3,26000,2022-10-07 08:43:47.000000 UTC,completed
190937,7909,35255,3,26000,2022-10-14 05:27:52.000000 UTC,completed
194420,1957,35641,3,26000,2022-10-26 04:30:24.000000 UTC,canceled
195281,2645,35730,3,26000,2022-10-29 13:46:17.000000 UTC,canceled
198434,8180,36070,3,26000,2022-11-08 20:17:58.000000 UTC,completed
198588,424,36083,3,26000,2022-11-09 17:37:52.000000 UTC,canceled
203001,8146,36527,3,26000,2022-11-24 12:32:10.000000 UTC,completed
203100,674,36541,3,26000,2022-11-24 20:39:37.000000 UTC,completed
205095,10409,36760,3,26000,2022-12-01 06:15:09.000000 UTC,completed
205773,11016,36827,3,26000,2022-12-03 20:40:47.000000 UTC,completed
206310,620,36892,3,26000,2022-12-04 18:27:08.000000 UTC,completed
208199,7094,37092,3,26000,2022-12-11 11:41:22.000000 UTC,completed
212352,1513,37541,3,26000,2022-12-25 11:49:37.000000 UTC,canceled
17832,2425,3685,3,314000,2020-08-25 18:31:20.000000 UTC,canceled
26219,3372,5274,3,314000,2020-11-05 22:12:52.000000 UTC,completed
55535,5240,12341,3,314000,2021-04-11 10:08:41.000000 UTC,completed
56391,1105,12536,3,314000,2021-04-19 12:55:47.000000 UTC,completed
67678,4338,14795,3,314000,2021-07-18 22:51:20.000000 UTC,completed
110991,2878,21169,3,314000,2022-01-13 22:35:34.000000 UTC,completed
151700,5469,30246,3,314000,2022-05-10 05:01:58.000000 UTC,canceled
39755,2623,8228,3,250000,2021-01-29 21:25:58.000000 UTC,canceled
49701,2270,10846,3,250000,2021-03-12 12:03:23.000000 UTC,completed
52138,2635,11491,3,250000,2021-03-21 13:59:17.000000 UTC,completed
61172,5676,13662,3,250000,2021-06-06 16:58:13.000000 UTC,completed
63710,5752,14256,3,250000,2021-06-30 04:32:16.000000 UTC,canceled
67569,5094,14782,3,250000,2021-07-18 15:57:36.000000 UTC,completed
80778,2998,16685,3,250000,2021-09-18 19:02:47.000000 UTC,completed
88304,4825,17725,3,250000,2021-10-22 04:24:49.000000 UTC,completed
95092,2691,18681,3,250000,2021-11-20 09:58:58.000000 UTC,completed
97906,2375,19068,3,250000,2021-11-30 07:24:05.000000 UTC,completed
136937,5350,27104,3,250000,2022-03-12 11:01:20.000000 UTC,canceled
142299,4162,28299,3,250000,2022-03-23 18:44:10.000000 UTC,completed
144706,4418,28847,3,250000,2022-03-28 05:51:35.000000 UTC,canceled
9326,1452,1963,3,186000,2020-06-03 04:49:44.000000 UTC,completed
16915,379,3485,3,186000,2020-08-16 10:23:48.000000 UTC,completed
18836,184,3862,3,186000,2020-09-05 11:24:11.000000 UTC,completed
25334,3313,5109,3,186000,2020-10-29 17:39:01.000000 UTC,completed
28185,1321,5664,3,186000,2020-11-20 22:18:24.000000 UTC,completed
37889,2077,7745,3,186000,2021-01-20 06:47:14.000000 UTC,canceled
40939,4554,8565,3,186000,2021-02-04 11:35:03.000000 UTC,canceled
46594,3498,10023,3,186000,2021-02-27 14:00:57.000000 UTC,completed
50794,2479,11126,3,186000,2021-03-16 00:55:32.000000 UTC,completed
51712,3553,11356,3,186000,2021-03-20 12:36:30.000000 UTC,completed
60448,661,13500,3,186000,2021-05-30 16:13:45.000000 UTC,completed
60795,2458,13576,3,186000,2021-06-04 00:04:49.000000 UTC,completed
61381,4093,13724,3,186000,2021-06-08 21:09:43.000000 UTC,completed
69639,5880,15107,3,186000,2021-07-28 20:02:48.000000 UTC,canceled
87166,5665,17547,3,186000,2021-10-16 18:43:55.000000 UTC,completed
89664,5282,17916,3,186000,2021-10-28 04:40:02.000000 UTC,canceled
94203,4625,18562,3,186000,2021-11-15 09:14:50.000000 UTC,completed
94992,7943,18670,3,186000,2021-11-20 00:26:49.000000 UTC,canceled
101625,8070,19492,3,186000,2021-12-15 12:28:12.000000 UTC,canceled
107117,4270,20310,3,186000,2022-01-04 08:32:09.000000 UTC,completed
113190,6222,21686,3,186000,2022-01-19 02:29:23.000000 UTC,completed
122481,7624,23859,3,186000,2022-02-09 06:06:49.000000 UTC,completed
124842,6730,24397,3,186000,2022-02-13 18:15:41.000000 UTC,completed
126873,2242,24835,3,186000,2022-02-18 17:22:11.000000 UTC,canceled
127488,187,24992,3,186000,2022-02-19 17:46:46.000000 UTC,completed
128027,3279,25114,3,186000,2022-02-20 12:47:19.000000 UTC,completed
129380,3070,25401,3,186000,2022-02-23 08:32:40.000000 UTC,completed
137188,7580,27157,3,186000,2022-03-12 16:43:27.000000 UTC,completed
141169,9198,28063,3,186000,2022-03-20 18:06:51.000000 UTC,canceled
149983,8768,29914,3,186000,2022-04-28 07:07:25.000000 UTC,canceled
180423,6871,34062,3,186000,2022-09-09 19:45:45.000000 UTC,completed
191700,3185,35343,3,186000,2022-10-16 11:25:25.000000 UTC,completed
4137,124,730,3,122000,2020-04-04 14:46:05.000000 UTC,completed
7089,875,1432,3,122000,2020-05-10 08:41:32.000000 UTC,canceled
14596,1647,3069,3,122000,2020-07-22 05:02:07.000000 UTC,completed
14628,425,3079,3,122000,2020-07-22 18:14:53.000000 UTC,completed
25291,3359,5101,3,122000,2020-10-29 05:02:36.000000 UTC,completed
26913,3606,5411,3,122000,2020-11-10 17:42:33.000000 UTC,canceled
31337,3137,6254,3,122000,2020-12-13 11:08:38.000000 UTC,canceled
31477,1563,6278,3,122000,2020-12-13 17:38:31.000000 UTC,completed
38117,1413,7800,3,122000,2021-01-21 12:49:31.000000 UTC,completed
46598,814,10024,3,122000,2021-02-27 14:09:00.000000 UTC,completed
48475,3734,10515,3,122000,2021-03-07 02:02:38.000000 UTC,completed
52487,697,11581,3,122000,2021-03-22 19:15:30.000000 UTC,completed
53706,4878,11894,3,122000,2021-03-28 09:23:59.000000 UTC,canceled
57844,5706,12873,3,122000,2021-05-04 07:36:20.000000 UTC,completed
58325,5300,12990,3,122000,2021-05-09 09:17:45.000000 UTC,completed
60979,2435,13614,3,122000,2021-06-05 13:45:47.000000 UTC,completed
62009,6081,13874,3,122000,2021-06-13 19:08:06.000000 UTC,completed
63780,3475,14270,3,122000,2021-07-01 04:44:46.000000 UTC,completed
70251,4699,15201,3,122000,2021-08-01 10:02:31.000000 UTC,completed
75112,6142,15897,3,122000,2021-08-24 06:18:17.000000 UTC,completed
80377,7029,16630,3,122000,2021-09-17 11:34:43.000000 UTC,completed
81660,5338,16803,3,122000,2021-09-21 19:32:42.000000 UTC,completed
89283,5404,17862,3,122000,2021-10-25 21:54:22.000000 UTC,canceled
96016,1525,18819,3,122000,2021-11-22 14:05:44.000000 UTC,canceled
98202,8009,19105,3,122000,2021-12-02 05:03:01.000000 UTC,canceled
108130,4830,20532,3,122000,2022-01-06 20:06:00.000000 UTC,completed
117478,2870,22675,3,122000,2022-01-29 11:35:35.000000 UTC,completed
120797,5041,23486,3,122000,2022-02-05 22:20:15.000000 UTC,canceled
122000,4988,23753,3,122000,2022-02-08 00:53:28.000000 UTC,canceled
127482,2326,24991,3,122000,2022-02-19 17:39:01.000000 UTC,completed
127569,6938,25012,3,122000,2022-02-19 21:00:00.000000 UTC,completed
128905,3936,25299,3,122000,2022-02-22 05:24:49.000000 UTC,completed
130701,787,25705,3,122000,2022-02-26 12:42:48.000000 UTC,completed
130782,3590,25725,3,122000,2022-02-26 15:07:08.000000 UTC,completed
131227,3573,25831,3,122000,2022-02-27 10:02:00.000000 UTC,completed
131545,2417,25904,3,122000,2022-02-27 16:10:05.000000 UTC,canceled
135361,8242,26766,3,122000,2022-03-08 07:12:36.000000 UTC,completed
138696,4417,27520,3,122000,2022-03-15 12:13:21.000000 UTC,completed
144505,6602,28803,3,122000,2022-03-27 19:50:28.000000 UTC,completed
147697,1030,29447,3,122000,2022-04-12 04:41:18.000000 UTC,canceled
148652,1959,29655,3,122000,2022-04-18 22:48:03.000000 UTC,completed
